gene_name	logFC	lfcSE	stat	pvalue	padj
PRELP	-1.789813961332	0.240760042676614	-7.43401580027152	1.05349378164658e-13	1.59495670853113e-11
SIX4	-1.72406949075119	0.233332811016899	-7.38888578608998	1.48064280163463e-13	2.13925465525063e-11
CSDE1	1.54879776813084	0.211935001406199	7.30789042798262	2.71368928840785e-13	3.78075068359965e-11
C21orf62	-1.49117088766961	0.204415184696582	-7.29481466791711	2.99070468931853e-13	3.88891299767719e-11
TMEM154	1.33318227940734	0.182645062815596	7.29930641899343	2.89254897778766e-13	3.88891299767719e-11
LOC286186	-1.63851669080013	0.225470987685513	-7.26708437134063	3.67329396787042e-13	4.62242573182662e-11
CACNG8	-1.36882455366016	0.188801008488558	-7.25009132429032	4.16490712970445e-13	5.07728209780533e-11
C4orf26	-1.96610518416824	0.271731958423249	-7.23545804320092	4.63960561159686e-13	5.48457620934526e-11
VSIG1	-1.51637689401539	0.211011439517506	-7.18623074409	6.66044455866205e-13	7.64188065392372e-11
MOG	-2.03051403905746	0.282861709337731	-7.17846909647665	7.04963207509766e-13	7.85731849284456e-11
UBE2Q2P1	-2.01201848345402	0.28056740829494	-7.17124806363443	7.43171004559139e-13	8.05308357995889e-11
CCDC122	-2.2659239841203	0.316177633496207	-7.16661693954859	7.68737374457693e-13	8.10498512907962e-11
PAK1	1.34563069877074	0.188372117285612	7.14347069067806	9.10033335368094e-13	9.34221063492351e-11
PPIL6	-1.73814241256707	0.245752226920589	-7.07274328435169	1.51900347806529e-12	1.51939296613658e-10
ELMOD1	-1.8091582128014	0.257032056752181	-7.0386481579833	1.94113831425786e-12	1.84771324848348e-10
CYP4V2	-1.16504913214251	0.165523121118013	-7.03858847195049	1.9419698330639e-12	1.84771324848348e-10
NXN	-2.2289381806865	0.318113308252123	-7.00674295248265	2.43929813413699e-12	2.26564333839724e-10
ZFP42	-1.53244594522985	0.21917532816948	-6.99187247957427	2.71241374890964e-12	2.46072698476663e-10
SPRED1	-1.82623444326879	0.262195233072422	-6.96517027357381	3.2800678684936e-12	2.84345438999857e-10
MIR143HG	-1.24169637626801	0.178268822321543	-6.96530307486051	3.27697509740563e-12	2.84345438999857e-10
ZYG11A	-1.33728426225985	0.192590329835014	-6.94367294248605	3.8203440413701e-12	3.23981784899669e-10
TBXA2R	-1.45999070168337	0.210549250729405	-6.93420041451361	4.08525154825196e-12	3.39075878504913e-10
KIAA1456	-1.60914389102755	0.232451921985196	-6.92248047374729	4.43802985160977e-12	3.60682384398535e-10
ZNF665	-1.96287270906575	0.284156671884396	-6.90771290376144	4.92529459739951e-12	3.8427148448911e-10
MTRNR2L4	-1.9708793061133	0.285305132044196	-6.90797004593663	4.916377532592e-12	3.8427148448911e-10
PJA2	1.28859491872509	0.188453468029622	6.83773523617268	8.04549116418231e-12	6.15401196695592e-10
LOC283335	-1.3211842228719	0.193681410730025	-6.82143019245928	9.01385683179816e-12	6.76212605785474e-10
HTRA4	-1.61304951207952	0.23789237136994	-6.78058528228767	1.19689998466284e-11	8.80963554749004e-10
IRF2BPL	-2.28657005533912	0.33744445724101	-6.77613754285493	1.2343117775418e-11	8.91675971146402e-10
LOC100287314	-1.93263081083229	0.285612721354735	-6.7666132014895	1.31831899731218e-11	9.18350430091929e-10
FKBP14	-1.2777587575325	0.18876742105063	-6.76895806713272	1.29713127571679e-11	9.18350430091929e-10
LOC90834	-1.69340585090161	0.251419287562248	-6.73538560752761	1.63495750635823e-11	1.11894197057955e-09
LOC100129269	-1.64192781361751	0.244561524262838	-6.71376177657807	1.89669873935976e-11	1.27569341073145e-09
AP1S3	-1.09279315478919	0.162990420823031	-6.70464650174566	2.01894511841849e-11	1.33489913677128e-09
LOC100288069	-1.52360031201307	0.22795689989295	-6.68372096974718	2.32950165551005e-11	1.51456432635745e-09
BVES	-1.86248683880032	0.278814509668674	-6.68002121200069	2.3890766702349e-11	1.52783411321088e-09
CEP41	-1.28905027349244	0.193875395951337	-6.64885952736359	2.95372725798642e-11	1.85846613442017e-09
PTPN14	-1.39218631814826	0.209633794121895	-6.64103955175639	3.11478434357722e-11	1.92869424195155e-09
ZNF713	-1.35245090400511	0.203912403567978	-6.63250925564341	3.30027639152976e-11	2.01162159427463e-09
AFMID	-1.62783272705669	0.245539669951427	-6.62961193756881	3.36570521514602e-11	2.01994092988995e-09
OR7D2	-1.3599486257465	0.205314633442821	-6.62372965308018	3.50247085838338e-11	2.07017254826569e-09
MAP1LC3C	-2.06634775825924	0.312400039240419	-6.61442861301631	3.72989595256103e-11	2.15514981466144e-09
LOC100128288	-1.64870585351226	0.249298979299297	-6.61336784509213	3.75673384765388e-11	2.15514981466144e-09
ZNF793	-1.02716275843069	0.155510055110984	-6.60512117816196	3.97192317135016e-11	2.21349604163386e-09
PTK6	-1.74173839272895	0.263625158141839	-6.60687471941446	3.92517930716736e-11	2.21349604163386e-09
NEK5	-1.97798980495341	0.299688834132971	-6.60014514947121	4.10755422903543e-11	2.25684071091088e-09
TMEM213	-1.48305947315277	0.225738081332219	-6.56982403855091	5.03747555042408e-11	2.72933223919505e-09
ATCAY	-1.08500480598047	0.165303917368258	-6.56369687575726	5.24898526132087e-11	2.80497143896065e-09
ATP5I	-1.88077333734698	0.286754103442643	-6.55883669934362	5.42291472994088e-11	2.85875545425667e-09
C1orf210	-1.5997340635028	0.245029081339415	-6.52875183124424	6.63200306737911e-11	3.44952586211279e-09
MAPRE1	2.00005747876873	0.306495620450427	6.52556625712773	6.77451022061289e-11	3.4772847856067e-09
LRRN4CL	-1.33103926265665	0.204652030347086	-6.5039142802504	7.82565005206299e-11	3.86428618393642e-09
LOC100506085	-1.37918251883467	0.212002130978666	-6.50551252701067	7.74289309457697e-11	3.86428618393642e-09
METTL8	-1.08689505790676	0.167247380032319	-6.49872696180194	8.10025209033742e-11	3.94274751442286e-09
MTRNR2L3	-1.66262972844983	0.255902188654029	-6.49712977131917	8.18668414940404e-11	3.94274751442286e-09
RNF207	-1.38834384952119	0.213854123872572	-6.49201345468769	8.46966921885001e-11	4.02929019789438e-09
RABL5	-1.06459732099235	0.164431372975194	-6.47441727043751	9.51785415975591e-11	4.47339145508528e-09
TMEM236	-1.72673927360422	0.267505442128538	-6.45496876573639	1.0824122489041e-10	5.02677402735109e-09
JPX	-1.73100919271481	0.269539403796319	-6.4221006959816	1.34406460108304e-10	6.16846589273521e-09
ZNF716	-1.42885830004342	0.222965791646341	-6.40841937901315	1.47035995402098e-10	6.66962114027423e-09
TFDP2	-1.06645682604411	0.166806238265084	-6.39338694485349	1.6225097294249e-10	7.19251188009831e-09
NCMAP	-1.21889210067834	0.190642182827834	-6.39361175264711	1.6201248866311e-10	7.19251188009831e-09
RAB42	-1.70163657892191	0.266442534449155	-6.38650500168783	1.69719885124921e-10	7.38919786345124e-09
ZNF818P	-1.6164783787335	0.253135415231571	-6.385824667223	1.70476238838916e-10	7.38919786345124e-09
ZC3H12D	-1.46685480427446	0.230003213372653	-6.37754048200121	1.79954492986996e-10	7.71431293562935e-09
LOC440300	-1.20520471570936	0.189162386033288	-6.37127042528041	1.87468751586107e-10	7.94908260801527e-09
PXMP4	-1.05243310983165	0.165916164346495	-6.3431620058054	2.25096499999822e-10	9.34150474999262e-09
PAPL	-1.54810178277353	0.244027477974151	-6.34396501420841	2.23925700983929e-10	9.34150474999262e-09
ZFAS1	-1.4964427955532	0.236885336108329	-6.31716095279477	2.66412079337243e-10	1.09397212788904e-08
PNPO	-1.25688554169863	0.199329350982726	-6.30557183626987	2.87131787546203e-10	1.16677198251848e-08
PTPRG-AS1	-1.5260218526456	0.242169590920837	-6.30145943114899	2.94855963553782e-10	1.18580733383846e-08
WDR1	1.15848769361106	0.184027301303642	6.29519470972178	3.07014237208293e-10	1.22210463198934e-08
SEPT14	-1.71746909131936	0.272899483488487	-6.29341275903078	3.10561082298987e-10	1.22373614348318e-08
BCAP31	1.20266490047599	0.191472519053606	6.2811358330711	3.36108314144787e-10	1.29817676582061e-08
ANKRD16	-1.41845175741276	0.226381908139932	-6.26574698069944	3.71042390649297e-10	1.41905526070873e-08
SCD5	-1.09957169462086	0.17592601768513	-6.25019374103527	4.09943841038837e-10	1.55261254746845e-08
C17orf75	-1.13688923253747	0.182729096183505	-6.22171978235885	4.91734707271068e-10	1.84447797410042e-08
FAM227A	-1.05999440137887	0.17052000533108	-6.21624658831553	5.09187644300166e-10	1.89175333372852e-08
PNMA2	-1.68922510947352	0.273138392015597	-6.1845026508652	6.22985665271847e-10	2.29270479266554e-08
ZNF667	-1.58046072337753	0.255873086231555	-6.176736860661	6.54400049757921e-10	2.38580803187444e-08
EMP2	-1.09143349364817	0.176823228326755	-6.17245541762925	6.72374911446693e-10	2.42864308291995e-08
RFPL1-AS1	-1.49218054738922	0.242032756385924	-6.16520081690895	7.03937465461299e-10	2.51932114932526e-08
SCAI	-1.17420726776021	0.190918355921465	-6.15031101694185	7.73311519926705e-10	2.73223384681837e-08
KIAA1324	2.80364684974482	0.456419301945102	6.14270000807732	8.11304217855225e-10	2.82580156594039e-08
PACS2	-1.41612057111971	0.2309456524893	-6.13183472325947	8.68713287774021e-10	2.99898277487297e-08
EXPH5	-1.16388050349824	0.189969816953103	-6.12666013035935	8.97428842192776e-10	3.07093852052107e-08
DYNC1LI1	1.62206747573956	0.267053500757736	6.07394200464368	1.24807818780423e-09	4.205288760824e-08
DNAL1	-1.00915841444345	0.166191701429653	-6.07225514729217	1.26126322741966e-09	4.205288760824e-08
TRIM65	-1.34927503929659	0.222152990903311	-6.07362986116104	1.25050783129263e-09	4.205288760824e-08
PRND	-1.39750264028086	0.230682153389568	-6.05813072119544	1.3771246587587e-09	4.55268075747261e-08
CHRNB1	-1.305448004033	0.215832916089277	-6.04841943335935	1.4627373778766e-09	4.77209871051997e-08
ZNF492	-1.45949404574181	0.24132464848699	-6.04784490474661	1.46796166434862e-09	4.77209871051997e-08
PGM5P2	-1.3466080778247	0.222779852133672	-6.0445685053095	1.4981039105197e-09	4.79024865158799e-08
BRIP1	-1.1309147638868	0.18708729061573	-6.04485082960369	1.49548300931197e-09	4.79024865158799e-08
IBA57	-1.13733418566498	0.188647228628641	-6.02889421664322	1.65085293484646e-09	5.2357539014927e-08
POU5F1	-1.74146186774043	0.288987940263552	-6.02607107463461	1.67993329820029e-09	5.28501596474141e-08
SLC5A5	-1.15159386524474	0.19137701778429	-6.01740939731203	1.77230450955452e-09	5.53100791341776e-08
GDPD1	-1.01593132271234	0.169272384220115	-6.00175467128336	1.95196479492585e-09	5.90280206589594e-08
PDP2	-1.70105105594847	0.283407008736786	-6.00214886544433	1.94723041624579e-09	5.90280206589594e-08
KCNJ5	-1.67516976079295	0.279979801091138	-5.9831807661284	2.18821683561976e-09	6.51620906546007e-08
PLEKHH2	-1.89409941920002	0.316508640538461	-5.98435295787715	2.17251749310426e-09	6.51620906546007e-08
LRRC2	-1.39767776631812	0.234363043914203	-5.96372936182631	2.46544967864411e-09	7.28615090635657e-08
LOC284950	-1.32870514089263	0.223464844571904	-5.94592470881969	2.74900490895284e-09	8.06305875926693e-08
C2orf91	-1.30409615389131	0.219575243206517	-5.93917663415621	2.86457099923109e-09	8.25219632604591e-08
AK3	-1.46114679770138	0.245964348856247	-5.94048204341737	2.84185187076929e-09	8.25219632604591e-08
GGT6	-1.46490868236799	0.2468829958418	-5.93361514175196	2.96336007534251e-09	8.43800558679645e-08
SEC14L1	1.24207272420464	0.209764935081416	5.92126002242726	3.19484249603261e-09	9.0312178094371e-08
PGAM5	-1.0741981885817	0.18152473043594	-5.91764100683124	3.2659183673755e-09	9.16571766268478e-08
KIAA1875	-1.53399987793052	0.260470672906205	-5.88933817698127	3.8774527320568e-09	1.07276192253572e-07
SPG21	1.54633025420527	0.263331587505264	5.87217913678645	4.301036127743e-09	1.18157337565672e-07
LOC100128338	-1.09450752440862	0.186597671619765	-5.8656011884164	4.47508250638903e-09	1.21231228176553e-07
CYFIP2	1.60879370488029	0.275070617698863	5.84865704064958	4.95557646376313e-09	1.33322095069931e-07
UBL5	-1.02423287662219	0.175548416100678	-5.8344751799685	5.39601392896076e-09	1.4417705710189e-07
C1orf56	-1.83553200818444	0.315036462847412	-5.82641130361308	5.6631943214738e-09	1.50286537741968e-07
CCNI	1.28663559633946	0.221036366096824	5.82092267919321	5.85236408826982e-09	1.53513189805304e-07
SGCB	-1.43337468123968	0.246347367184065	-5.81851025088769	5.93744191310767e-09	1.54413072686887e-07
ARHGEF26-AS1	-1.34616024061762	0.231738654673846	-5.80895855511129	6.28626469991752e-09	1.62402109896545e-07
FPR2	1.0633023810721	0.183405577942319	5.79754657956208	6.72920939011201e-09	1.72701617308072e-07
ARF1	1.08828963538737	0.187941095426158	5.79058897640061	7.01400293490381e-09	1.78834153261828e-07
OPA3	-1.33465790847502	0.231085778128535	-5.77559518930089	7.66815332348237e-09	1.92990103967127e-07
SLC4A8	-1.31395981670713	0.227465738223618	-5.77651749651809	7.62625753578537e-09	1.92990103967127e-07
AARS2	-1.74927729439847	0.302986566303273	-5.77344836024028	7.76654160729463e-09	1.93395366383093e-07
LOC283299	-1.71333377742591	0.296779688765403	-5.77308300495004	7.78340746530262e-09	1.93395366383093e-07
LIN28A	-1.00650401235787	0.174477351633764	-5.7686800202617	7.9894837697749e-09	1.97259342948683e-07
MTRNR2L8	-1.19310153726941	0.207263954656744	-5.75643526268396	8.59087054920334e-09	2.10773496933599e-07
NEK2	-1.72377801814099	0.300331992736187	-5.73957506969682	9.4914403219029e-09	2.31413179348395e-07
TMEM136	-1.25551362145863	0.218811720602163	-5.73787189280123	9.58735893158308e-09	2.32299920447861e-07
NR1H2	1.15942061704827	0.202526690381078	5.72477936052125	1.03568252894414e-08	2.4786488008657e-07
MYLK3	-1.02828687100648	0.179708760896212	-5.72196294648294	1.05300276730095e-08	2.50473402148841e-07
CA5B	-1.0887498493937	0.190417924767052	-5.71768572063593	1.07984624827809e-08	2.55301831183808e-07
C3orf72	-1.01483982938068	0.177640143037251	-5.71289693888543	1.11068950680919e-08	2.6101203410016e-07
CRX	-1.07881474314842	0.18928389737184	-5.69945335090566	1.20192207231574e-08	2.80760359527168e-07
FAM73A	-1.27500582770016	0.224076044966894	-5.69005860438377	1.26995778844161e-08	2.94887222185161e-07
MANEAL	-1.34724277500993	0.237395241770805	-5.6751043742934	1.38604119571624e-08	3.18055688499356e-07
LINC00294	-1.68197531420263	0.296479010899158	-5.67316825937037	1.40180420705417e-08	3.19791708287622e-07
WDR92	-1.16658032273124	0.206043328501811	-5.66182041036571	1.49775529459975e-08	3.37730832614659e-07
FOXK1	-1.35127162434594	0.238930782869293	-5.6554940645097	1.55398600470165e-08	3.48396517490871e-07
TSTD3	-1.08246607539543	0.191719341076165	-5.64609741155639	1.64130870952181e-08	3.63815006042403e-07
SIGLEC8	-1.454053607892	0.257532993362191	-5.64608669712094	1.64141094753814e-08	3.63815006042403e-07
LOC728606	-1.17405465898592	0.2082266624966	-5.63834931083857	1.716879665933e-08	3.78392518463539e-07
ZNF714	-1.29591054737707	0.23029328942481	-5.62721801670292	1.8313920023511e-08	4.01362932650092e-07
WDR17	-1.15857997713764	0.206255111648119	-5.61721824918568	1.94056244965769e-08	4.20563006450814e-07
MAP7D3	-1.48147195512752	0.263882043103638	-5.61414462955968	1.97536944197427e-08	4.25741226140422e-07
TYW5	-2.50135582851087	0.445861599534953	-5.61016205728383	2.02137236236546e-08	4.33262284922399e-07
AQP6	-1.53822100936043	0.275010891136658	-5.59330942495677	2.22781737074039e-08	4.74682052936427e-07
GLUD1P7	-1.41217805348529	0.252628964849643	-5.58992930333927	2.27162079234289e-08	4.79005011401602e-07
TMEM130	-1.42896335281097	0.255797817186739	-5.58630002603889	2.31958364293221e-08	4.86489021025729e-07
LARS2-AS1	-1.53713649337114	0.275294659406605	-5.58360447923115	2.35584141573929e-08	4.88837093765903e-07
PPARA	-1.60835743647706	0.288025005204507	-5.58408960130068	2.3492757029715e-08	4.88837093765903e-07
DZIP3	-2.0548075350936	0.368184923859951	-5.58091166132375	2.39261148272817e-08	4.91825197112336e-07
MTX3	-1.61510579776586	0.289408921891883	-5.58070493199663	2.39545725330284e-08	4.91825197112336e-07
LOC728558	-1.11932859115383	0.2012793635876	-5.56106980468807	2.68125916467797e-08	5.44770416740039e-07
LOC100287792	-1.05578228880195	0.189932158582295	-5.55873369040077	2.71738945064738e-08	5.49250582744841e-07
C7orf55	-1.48702753405897	0.267836513923764	-5.55199704578829	2.82424368823546e-08	5.67905908649822e-07
UTY	-4.13095788581585	0.745039684337532	-5.54461456571804	2.94602391536214e-08	5.83635323758471e-07
IFITM3	1.89364610825812	0.341533753026801	5.54453576396452	2.94735090439422e-08	5.83635323758471e-07
PCDHB9	-1.11368485839958	0.201280662988544	-5.53299478382065	3.14808836786137e-08	6.20237006213495e-07
CD93	1.81400826087175	0.32882408385231	5.51665267221273	3.45517337125516e-08	6.73931566063319e-07
NOS1	-1.04282831762001	0.189449304556757	-5.50452439009925	3.70166215254881e-08	7.11339116112952e-07
PLEK	1.66585643446392	0.302782940823932	5.50181734126368	3.7589628385406e-08	7.18809511428768e-07
LOC100128531	-1.28998369314011	0.23477265328447	-5.4946079753891	3.91579284710623e-08	7.45146726661532e-07
ANKS4B	-1.33541516590958	0.243140063006442	-5.49236990974294	3.96575656210346e-08	7.50991084891534e-07
ARNTL2	-1.44501094830956	0.263256616313108	-5.48898245577585	4.04255769968737e-08	7.61836598380697e-07
SLC7A14	-1.51011060456354	0.275233521749411	-5.48665218889448	4.09622529068443e-08	7.6456339038086e-07
AKIP1	-1.18989523436208	0.216865800409644	-5.48678137407766	4.09323206833493e-08	7.6456339038086e-07
CYP27C1	-1.17364271061389	0.214794605769518	-5.46402320677108	4.6546264551167e-08	8.60554398171102e-07
FKBP8	1.38165262864054	0.253053078623536	5.45993210656016	4.76316696562451e-08	8.72352785582216e-07
RAD23B	-1.90476547028445	0.349046437935012	-5.45705460154012	4.84097526363606e-08	8.82460023525433e-07
ORC6	-1.60195232310621	0.295698830181907	-5.41751322492797	6.04336807670048e-08	1.08543286177674e-06
FBXO45	-1.43322545990311	0.264586395189396	-5.41685243822602	6.065736064274e-08	1.08543286177674e-06
FAM200B	-1.3861113579792	0.255982244430439	-5.41487305521247	6.13322033588483e-08	1.09249737581218e-06
NUP43	-1.08848777096331	0.201268396340305	-5.40814052655787	6.36824506458942e-08	1.1292056362256e-06
SMAD5	-1.93905507900593	0.358651154570977	-5.40652122345864	6.42606159636887e-08	1.13430164196538e-06
BMP8A	-1.64146910827445	0.304215192802562	-5.39574993987815	6.82379281865197e-08	1.1990817921424e-06
HEXIM1	1.8318734647641	0.340771371558018	5.37566714125285	7.62996342563217e-08	1.32286610326183e-06
DNAJB12	1.50842281828368	0.280580057676393	5.37608706326314	7.61219938877449e-08	1.32286610326183e-06
S1PR2	-1.00643744894834	0.187602229667247	-5.36474140383875	8.10652747266763e-08	1.39927272879984e-06
ZNF542	-1.16374456405057	0.217354056248857	-5.35414238010884	8.59631533102402e-08	1.477278683098e-06
ZNF69	-1.2925102446429	0.241656563671394	-5.34854185214876	8.86656741287634e-08	1.51703857358029e-06
KIAA1467	-1.78905870513938	0.335455360953404	-5.33322436718454	9.64839735245198e-08	1.63645209008327e-06
EXOSC6	-1.30577164213073	0.244901402181385	-5.33182591238744	9.7230127848521e-08	1.64196852267134e-06
DNAJC22	-1.27171916882616	0.238629577618163	-5.32926044423994	9.86134976545659e-08	1.65815195840716e-06
MTRNR2L1	-1.17478556804421	0.220588432075007	-5.3256898242277	1.00570624205001e-07	1.66947236180301e-06
VSTM4	-1.96204235031634	0.368311311798073	-5.3271303038122	9.97765865626841e-08	1.66947236180301e-06
ADAM17	-1.34781850904771	0.253074157889679	-5.32578482246793	1.00518070344159e-07	1.66947236180301e-06
SBF2-AS1	-1.49677838834096	0.281313499829859	-5.32067742659427	1.03381567831299e-07	1.70886227165211e-06
DUSP19	-1.2346042989264	0.232161075087658	-5.31787810880977	1.04984357848399e-07	1.72803367074517e-06
PCDH11Y	-1.1933866116685	0.225006839315598	-5.30377927754737	1.13429452132982e-07	1.85430146250664e-06
NUDT19	-1.03374113387535	0.194916959161916	-5.30349507975152	1.13606267505534e-07	1.85430146250664e-06
DTD2	-1.28444939075676	0.242491512401471	-5.29688391167363	1.17795529360053e-07	1.91466816680654e-06
BHMT2	-1.12802343985693	0.213096775161199	-5.29347963620579	1.20010611274416e-07	1.94257840075311e-06
TMEM241	-1.50700830748508	0.285132683716309	-5.28528784509484	1.25507251435386e-07	2.02315614813818e-06
CALCOCO2	1.30216032337067	0.246591057571545	5.28064697963701	1.28728509169302e-07	2.06654285707591e-06
AMPD2	1.72930922873611	0.328144137020373	5.26996838779034	1.36447256368362e-07	2.17257447793053e-06
FTH1P3	2.09417789466554	0.397970289992254	5.2621463142545	1.42383384063217e-07	2.22175032492244e-06
EIF4H	1.30677413892139	0.248330061656083	5.26224706830366	1.42305357868663e-07	2.22175032492244e-06
GNPNAT1	-1.37614470650702	0.261513218714728	-5.26223765387625	1.42312646860302e-07	2.22175032492244e-06
RPS6KA6	-1.40178127794832	0.267777701379575	-5.23486933649228	1.65101618294832e-07	2.53567485420528e-06
FOXRED2	-1.13866346203756	0.217567706579773	-5.23360511510497	1.66235398908054e-07	2.54307565153066e-06
PCDHA9	-1.06016389187584	0.203068658325243	-5.22071648386941	1.78232223596896e-07	2.70231964735972e-06
ICA1L	-1.1011738636188	0.210944472229765	-5.22020725160024	1.78723011796669e-07	2.70231964735972e-06
S100A8	-1.36665175996185	0.26302577069306	-5.19588539313385	2.03747759050709e-07	3.0336641528886e-06
DNAJB6	1.08078665288902	0.208774192446381	5.17682113974214	2.25698398884387e-07	3.30996035356388e-06
DSCR6	-1.11268764386908	0.21512495565373	-5.17228529106629	2.31248149636574e-07	3.36604116318012e-06
IL10RB	1.01214418920113	0.195678487709474	5.17248574970523	2.31000121746803e-07	3.36604116318012e-06
THBD	3.02861487496787	0.585760985865872	5.17039363844105	2.33601401081681e-07	3.3751076504431e-06
SLC25A15	-1.25218955938877	0.242750107844698	-5.15834810746971	2.49138099345479e-07	3.58630157028307e-06
IGFBPL1	-1.14448318333371	0.222637724489662	-5.14056270543159	2.73916888459576e-07	3.91410176513116e-06
LRIF1	1.9103952280494	0.371701372659702	5.13959691453276	2.753284577222e-07	3.91991355319089e-06
KATNBL1	2.14965271465673	0.418398376031553	5.13781323686261	2.77953914746578e-07	3.94290262336872e-06
ZNF566	-1.20978318700933	0.235504135296352	-5.13699339286323	2.79168766803113e-07	3.94578753369183e-06
ATP8B1	-1.27392963902648	0.248090557132005	-5.13493803937342	2.8223699297814e-07	3.97272995296408e-06
C1orf86	-1.04398729863368	0.203602021384753	-5.12758808352313	2.93477682897551e-07	4.08877300351195e-06
LRRFIP1	1.11094897974116	0.216766225035826	5.12510184442963	2.97376957497497e-07	4.12835413237629e-06
LOC284023	-1.03320917402922	0.20208235633483	-5.11281238386442	3.17397499910516e-07	4.39066541542881e-06
CCDC113	-1.07080976042132	0.210299661499547	-5.09182826441984	3.54627244992889e-07	4.8883423417571e-06
PDIA3	1.75053286963882	0.344666805446254	5.07891343749315	3.79599606008911e-07	5.1958528527746e-06
SKAP2	1.20770804861505	0.237972286249061	5.0749945199546	3.87507169345916e-07	5.2855435930714e-06
BCL2L15	-1.25290199543666	0.247560115263436	-5.06100101829171	4.17060987930029e-07	5.61018935832774e-06
CTSS	1.70574404258323	0.337341186234446	5.0564357753748	4.27164634203347e-07	5.72635476985312e-06
FLNA	3.1957716391234	0.634182700740456	5.03919711999728	4.67488807616721e-07	6.18194521529773e-06
IGBP1	1.62226480537448	0.322723626877799	5.02679280432342	4.9875071982814e-07	6.55093117188409e-06
LINC00663	-1.01565894942041	0.202296196199842	-5.02065272852226	5.14961867761858e-07	6.74116189979533e-06
DBT	-1.03200984495606	0.206785741159117	-4.99072053600619	6.01544765209407e-07	7.82208709693966e-06
AKIRIN1	1.13996860576769	0.228505153734781	4.98880916747642	6.07526231269491e-07	7.8736206916355e-06
IL1B	2.12142060813808	0.425916210412222	4.98084025983623	6.3308782597941e-07	8.17773380511815e-06
PLEKHO2	1.14136733745008	0.229219177895119	4.97937104535087	6.37912403086825e-07	8.21285902456009e-06
VAMP3	1.17647874231671	0.23697677434688	4.96453184308522	6.88669869464606e-07	8.83717487099153e-06
RAD1	-1.29530828115731	0.261034744442639	-4.96220640636575	6.9696871036358e-07	8.91434406271582e-06
TNFAIP6	1.47105410434633	0.296490305697738	4.96155886407301	6.99296708675116e-07	8.91489039392689e-06
TNIP1	1.18095212614835	0.23811749206505	4.95953537855057	7.06619787851155e-07	8.97890486126174e-06
COX7B	-1.03614930779317	0.209096318763391	-4.95536848243443	7.21933411429943e-07	9.11411727504274e-06
TMF1	1.22044871757434	0.247384569904221	4.93340679269876	8.08076122816741e-07	1.01360287945598e-05
HIST2H2AC	-1.65321947139361	0.336522275988525	-4.91265984261317	8.98490801446483e-07	1.11270241791833e-05
