gene_name	logFC	lfcSE	stat	pvalue	padj
C2	1.61123870293087	0.25884573977821	6.22470628379455	4.82458981165373e-10	5.16748186628914e-09
CD1A	-1.01841656947581	0.166668397953227	-6.11043594336113	9.93593526752442e-10	1.01421681298016e-08
NOS2	-1.12808264251496	0.189504890376693	-5.95278908250117	2.63610935649353e-09	2.40899839654947e-08
EBI3	-1.31250520201711	0.22292185559264	-5.88773675209101	3.91520083179666e-09	3.37047723780756e-08
STAT1	1.41811107877237	0.240806062827813	5.88901733668716	3.88498695346843e-09	3.37047723780756e-08
PDCD1	1.09473955934037	0.187791697519683	5.82954184769337	5.55797580684958e-09	4.71633947038378e-08
IL4	-1.1904282596623	0.20838616393984	-5.7126070040138	1.11258413572519e-08	8.81166635494348e-08
BST2	1.16811600666149	0.205369025191822	5.68788796446021	1.28620155198316e-08	1.00526805510263e-07
IFIH1	1.59713859535692	0.285716415473799	5.58994341542614	2.27143618579444e-08	1.68654136795237e-07
GP1BB	1.79760842295869	0.327466964677456	5.48943440670198	4.032228205021e-08	2.88571512503912e-07
IL22RA2	-1.14702706196261	0.209616990582692	-5.47201378463698	4.44950213822851e-08	3.14643365489016e-07
THY1	-1.3227421319393	0.244924994481606	-5.40060084410308	6.6418061698445e-08	4.48321916464504e-07
LILRA6	1.05922533436997	0.199613521464937	5.30638068301412	1.11823299060889e-07	7.21989561327914e-07
CCL15	-1.00593796457734	0.190205223531048	-5.28869789116561	1.2319016332621e-07	7.8682749479321e-07
SERPING1	2.46259427201482	0.46602608865826	5.2842412301528	1.26226832145929e-07	7.97646152071086e-07
KIR_Activating_Subgroup_1	1.67353057194891	0.321592981120093	5.20387779024309	1.95172382080757e-07	1.20762911412468e-06
CCBP2	-1.16821971289824	0.224622398032053	-5.20081578299035	1.9841569077098e-07	1.2150404156491e-06
GNLY	1.21384091385354	0.237499074716718	5.11092902278196	3.20578418011849e-07	1.90423580299039e-06
GBP1	1.35100503745138	0.26796907875337	5.0416452664481	4.61546285838445e-07	2.58640088479279e-06
C8B	-1.30630801602878	0.260864129634062	-5.00761840219757	5.51076522226999e-07	3.00311425874163e-06
SOCS1	1.00722014158056	0.21123612049387	4.76821927625674	1.85861427289994e-06	9.35607523815733e-06
KIR_Activating_Subgroup_2	1.44870988778851	0.306104639008775	4.73272764659729	2.21522638305939e-06	1.0965370596144e-05
IL18RAP	1.17731800587091	0.260180984182043	4.52499635810111	6.03965457331534e-06	2.89318936818493e-05
IL18R1	1.03673801651919	0.229852266784788	4.51045374066244	6.46891075392957e-06	3.04962935542394e-05
KLRB1	-1.30695534828677	0.2974444319513	-4.39394793747813	1.11310483954488e-05	4.82863703548722e-05
CEACAM1	1.07918660273223	0.24783200176915	4.35450867938142	1.33365696896569e-05	5.74052347511318e-05
IRF7	1.46764502907276	0.345682735330304	4.24564167970497	2.17968725712127e-05	9.05408552958067e-05
IFI35	1.16574344474636	0.282458675204209	4.12712919475233	3.67320051010956e-05	0.000149443911164731
KLRC1	1.06310577200347	0.267663480064813	3.97179985759	7.13316391942583e-05	0.000271608933855061
ITLN2	-1.00027170769296	0.253966245810858	-3.93860099203073	8.19580957082503e-05	0.000308120942093042
CCL8	1.84774241588984	0.491762100866821	3.75739084535562	0.000171694220368917	0.000586128545397338
MX1	1.56334198382739	0.472886124562987	3.3059586708579	0.000946520477042374	0.00271610223846942
CLEC5A	1.05062468746885	0.32477444984181	3.23493639348965	0.00121669832162768	0.0034252075973784
CXCL10	1.57130924698991	0.578846901161423	2.71455067624473	0.00663657457351104	0.0153390089364419
IFIT2	1.36666465502374	0.533887549920558	2.55983615880742	0.0104721521331361	0.0223757495218806
CTSG	1.50703925338536	0.620686230715675	2.42802108183983	0.0151814607756323	0.0304654989889378
LILRA3	-1.4115782974849	0.582233294771837	-2.42442043448935	0.0153328428040376	0.0306656856080752
