gene_name	logFC	lfcSE	stat	pvalue	padj
LOC100507194	1.53563593311233	0.337309749717787	4.55259871497082	5.29872842190411e-06	0.000799267078901933
MCM7	-1.27379453123096	0.279824320977952	-4.55212229865938	5.31074471031185e-06	0.000799267078901933
ADCY10P1	-1.01437023544156	0.223220697790096	-4.54424811625405	5.51316882610242e-06	0.000817878595352293
SCG2	1.09662662834162	0.241800095334522	4.53526135638809	5.75321973623963e-06	0.000829782088208062
HIP1	-1.07506920177202	0.237862355266843	-4.5197114127873	6.19239833876709e-06	0.000874897422434379
PVRIG	-1.01517198849328	0.224708603729435	-4.51772638717305	6.25071827317131e-06	0.000875887666818685
RGS4	1.64838285041008	0.365211104366571	4.51350692983189	6.3764365133917e-06	0.000878754057702421
LINC00898	2.05617299268758	0.455601865347658	4.51309169052362	6.38893845216744e-06	0.000878754057702421
SH2D5	1.12386038531103	0.249375149903302	4.50670560297135	6.58418848746551e-06	0.000896417952257103
CARTPT	2.84391064334546	0.632531676108511	4.49607624529082	6.92189240349717e-06	0.000928374934192534
SAP25	-1.0552613709961	0.23510126352714	-4.48853976862731	7.17130381057941e-06	0.000942663347100784
CCDC184	1.20616721167637	0.269070863466947	4.48271208608411	7.37003352815934e-06	0.000956676414664633
LDLRAP1	-1.50013023859578	0.335796308448458	-4.46738156690021	7.9182822315676e-06	0.000990691588357997
ZNF652	-1.00495749794537	0.224919808336298	-4.4680702219111	7.89283982318879e-06	0.000990691588357997
KIF1C	-1.29080031239471	0.289566287976542	-4.45770231546872	8.28428368966782e-06	0.00102327776749633
LIN28B-AS1	2.09694313893504	0.471133050634705	4.45085127462414	8.55305631329963e-06	0.00103470876809003
PKMYT1	-1.09516844296275	0.247126702844027	-4.43160706778808	9.35333491079101e-06	0.00108524811599005
SH2D6	-1.37959961028057	0.311810057679974	-4.42448720399047	9.66716332484266e-06	0.0010951922569281
GAP43	1.01364288918303	0.22968875611121	4.41311497499791	1.01893848249455e-05	0.00113167557983579
BEX1	1.00134139550392	0.228451772499581	4.38316317071149	1.1696843735076e-05	0.00124808399666419
DTHD1	-1.50868068286922	0.344772441906897	-4.37587376335789	1.20946999618513e-05	0.00126866072478631
SPATC1	-1.00331152178439	0.229274074988567	-4.37603563261317	1.20857265754508e-05	0.00126866072478631
SPTSSB	1.13465548991773	0.259565877350283	4.37135844472545	1.23475891620924e-05	0.00128223539653748
ZBTB20-AS1	-1.16493845853964	0.266687589102397	-4.36817649617864	1.25288227473824e-05	0.00128607480069808
LINC00463	-1.78938551857475	0.409610999678903	-4.368499674026	1.25103003999042e-05	0.00128607480069808
CRYM	1.31781172545326	0.302396069158723	4.35789965497719	1.31316561543113e-05	0.00130316542467714
UCKL1-AS1	-1.61497821251011	0.370385717310652	-4.36026049880207	1.29907698890469e-05	0.00130316542467714
BLID	-1.1452591322929	0.263839630096398	-4.34073960714114	1.42003925322731e-05	0.00136635387085108
OLFM3	1.19515794765447	0.275410415573619	4.33955246451092	1.42773179010547e-05	0.00136647749072353
LOC101926975	1.75576437950044	0.405783128836996	4.32685406249537	1.51254102538805e-05	0.00141623230257299
SERTAD4-AS1	-1.35085889645838	0.312433143599347	-4.32367347745497	1.53452367286739e-05	0.00142279116793674
LOC102724484	-2.03709905951446	0.471513814135704	-4.32033802286049	1.55790375422561e-05	0.00143804902540052
MORN3	1.00291358270621	0.233005816804898	4.30424268569218	1.67557910855709e-05	0.00151304793502705
LCN6	-1.73110598892185	0.402384746433083	-4.30211633086776	1.69174445165756e-05	0.00151447588433086
ZDHHC23	1.07465080200432	0.249949938323132	4.29946416155952	1.71211558326571e-05	0.00152502617483351
HMGCS1	1.0447736586777	0.243738479995212	4.28645349186645	1.81548189099926e-05	0.00154531735221982
SERPINF2	-1.28446036488238	0.299611997525882	-4.28707920740531	1.81037754616324e-05	0.00154531735221982
TLDC2	-1.11950035933418	0.261358012474379	-4.28339789063834	1.84060588060611e-05	0.00155670096942201
NEAT1	-1.21281195807642	0.28359160370349	-4.27661447743172	1.89756998071292e-05	0.00158913834392849
ITPKB-IT1	-1.15106567989775	0.269703110148732	-4.26789916980555	1.97322475175432e-05	0.00161983813712195
LOC101929715	1.24531828022285	0.291716377434436	4.26893509090947	1.96408408374349e-05	0.00161983813712195
PLA2G4B	-1.13513118813637	0.266168641701821	-4.26470669451742	2.00164971171049e-05	0.00163670326230375
LOC285762	1.24285538123075	0.292166844561065	4.25392341522509	2.10057169719547e-05	0.0016814029837214
ATAD3C	-1.1623788984781	0.273437787323592	-4.25098121900219	2.12836016858545e-05	0.00169363648817438
CYP4B1	-1.8861916330163	0.443865628710847	-4.24946540351529	2.14281299821594e-05	0.00169862912824225
CALY	1.01017446745739	0.238095661225407	4.24272522337588	2.20821744783949e-05	0.00172793220185748
LOC102723493	1.72452824585059	0.407240199411027	4.23467095916536	2.28886600256517e-05	0.00177373185052706
SYP	1.16611319319142	0.275577862641845	4.23151983984635	2.32117515382061e-05	0.00177891095091145
TMPRSS5	-1.30159741431268	0.308327124505333	-4.22148202627616	2.42701310450301e-05	0.00185318511644937
KIF19	-1.7272043828076	0.409997283384862	-4.21272152963579	2.5231205392084e-05	0.00190834358292386
ARRDC2	-1.38727851518044	0.329453368888854	-4.21084938320501	2.54412329774529e-05	0.00191445278155333
MYOT	-1.17534773382329	0.279441352792154	-4.20606228133137	2.59858648521824e-05	0.00193746980488076
FZD10-AS1	-1.40964416850726	0.33517429403523	-4.20570489322516	2.60269669007527e-05	0.00193746980488076
LLGL2	-1.0030550545131	0.238655093702613	-4.20294844309085	2.63460612380123e-05	0.00194726457598675
TUBB2A	1.02711684058162	0.244471143460578	4.20138273189388	2.65289655725791e-05	0.00195383009211665
PCA3	-1.14301571444431	0.272632100428732	-4.19252066299912	2.75871945821149e-05	0.00201838032864714
MCHR1	1.23616252609215	0.294888294464608	4.19196878715208	2.76544050713683e-05	0.00201838032864714
OLMALINC	-1.00901858520843	0.241481257007802	-4.17845508057725	2.93495946861421e-05	0.0020733392246139
SERTM1	1.21937872719374	0.291680669230527	4.18052636265042	2.90835089487996e-05	0.0020733392246139
CLDN16	1.34409492332656	0.322283858446346	4.17053131300499	3.0389029346937e-05	0.00212529994184409
PCP4L1	1.00537480342053	0.241512348489889	4.16282980852476	3.14327653739705e-05	0.00213903999496454
SLC10A1	-1.35711761970537	0.326056736918833	-4.16221309373896	3.15178016912113e-05	0.00213903999496454
LYRM9	1.09900429110905	0.264416937614719	4.15633091065597	3.23399319722298e-05	0.0021666711197782
PTOV1-AS2	-1.01724639562437	0.244809829017206	-4.15525144438901	3.24930006295533e-05	0.00216992646326429
OPTC	-1.69664026811135	0.410120333238849	-4.13693282338003	3.51979099184578e-05	0.00227659035808758
CPLX1	1.01511799061761	0.245866422111934	4.12873779956608	3.64760068317231e-05	0.00227659035808758
VCAN-AS1	-1.71414710155799	0.414614031972889	-4.1343200407411	3.56007084807794e-05	0.00227659035808758
FANCB	-1.4246009293185	0.345058697287669	-4.12857563225202	3.65017376495337e-05	0.00227659035808758
HTR3B	1.3708367063145	0.331749276051347	4.13214679058508	3.59390774588088e-05	0.00227659035808758
STYK1	1.18645764261752	0.287315609502705	4.12945765345321	3.63619965639863e-05	0.00227659035808758
TUBB3	1.02465225373249	0.248000754401951	4.13164974519299	3.60168939826853e-05	0.00227659035808758
OR7A5	-2.39468961659709	0.579288965674477	-4.13384296697056	3.56747273664802e-05	0.00227659035808758
LINC01168	1.36414039170764	0.331000382493167	4.12126530317772	3.76797204021222e-05	0.00233156218802191
LOC728084	1.9009907830934	0.461433856237188	4.11974708270267	3.79288501921613e-05	0.00233156218802191
ARL4D	1.20526260914233	0.292564150997321	4.11965240797177	3.79444373610384e-05	0.00233156218802191
NRON	-1.04023824902761	0.252968786648042	-4.11212095694202	3.92040795860147e-05	0.00238776987953648
MIR6717	-1.40772975260194	0.343286969737865	-4.10073750738889	4.11835504319697e-05	0.00248645685733017
PSG8	1.79579578072674	0.438290849884999	4.09726961262808	4.18051895596057e-05	0.00250939879180188
ATOH7	1.32585063979116	0.323705318348495	4.09585683224325	4.20609816754155e-05	0.00251747702713748
MAP4K4	-1.2103110247287	0.295670212707173	-4.09344929828077	4.25003043311944e-05	0.00252919432852314
HIF3A	-1.18666519874052	0.290043918980798	-4.09132935077697	4.2890749789636e-05	0.002545137092517
KMO	1.16838050031796	0.285624189858748	4.09062166931929	4.30218442345155e-05	0.00254564297124402
BAALC-AS1	1.30244927659905	0.318568373924923	4.08844500335115	4.34274473724112e-05	0.0025623427684023
LINCR-0002	1.34285165244335	0.328799434653686	4.08410572195092	4.42468840369358e-05	0.00258862967482569
CXCR1	-1.72036442799282	0.421308576594682	-4.08338335264389	4.4384713350024e-05	0.00258939918979396
KCNB2	1.11283175438396	0.273392726402985	4.07045121143284	4.6922167548479e-05	0.0026846459994886
C6orf223	1.90211083807085	0.468186268833477	4.06272239211566	4.85037005003305e-05	0.00275238621773597
LINC01007	1.85283829310948	0.458490734908576	4.04116845126421	5.31855357257997e-05	0.00289923987267489
LINC00460	1.8373153944801	0.454785820851637	4.0399575145934	5.34608848129488e-05	0.00290662072429355
LOC100288637	-1.00652375155861	0.250325453192661	-4.02086059855826	5.79859131107669e-05	0.00307114203410741
HES5	1.65495328887528	0.411869868078477	4.01814606296946	5.86578344175546e-05	0.00309204203811724
LOC100130548	-1.14941431828443	0.286243600078946	-4.01551097724953	5.93171376816188e-05	0.00311100412249884
SAMD11	-1.29995696469889	0.323829902776042	-4.01432033779143	5.96173340291782e-05	0.00311887257040807
GABRA1	1.06357095892303	0.265343675332264	4.00827703012415	6.11633477312387e-05	0.00316783433673341
GAD1	1.076115821411	0.269803937965946	3.98851043288634	6.64894792891919e-05	0.00331336123590946
GFRA2	1.06447318715216	0.266893534389463	3.98838132061616	6.65256697662019e-05	0.00331336123590946
SCHLAP1	1.37708204966279	0.345428581573651	3.98658977027694	6.70297734993842e-05	0.00331854210253522
GAD2	1.27017659487806	0.319490050863887	3.97563739917271	7.01910042432806e-05	0.00345198381971636
RIIAD1	1.10312147263299	0.277573420232058	3.97416104074647	7.06277656988948e-05	0.00345392412275723
LRRC73	1.06823207540055	0.269005211413306	3.9710460246783	7.15577522064771e-05	0.00347239008312225
FAM222A-AS1	-1.36182554024037	0.343572905647388	-3.96371634042069	7.37919285588725e-05	0.00354937774555201
IGF1	1.09955992981941	0.278348731372045	3.95029617846443	7.80545436784712e-05	0.00368435185831402
ADAMTS3	1.02914803639264	0.26063999611867	3.94854224876546	7.86285404815502e-05	0.0036878953808709
SLC23A3	-1.55324958088778	0.394397249469883	-3.93828705188877	8.2065381440045e-05	0.00375422005975395
MRGPRF	-1.19292295155017	0.303102145779806	-3.93571265713435	8.29501744599777e-05	0.0037780530117528
FREM3	1.52760183296069	0.388480428243974	3.9322491479579	8.41547780948327e-05	0.00379952116666918
LINC01164	2.05156355126989	0.522270479012371	3.9281629609804	8.55972040936054e-05	0.00381729314428288
BOK	-1.2668454192656	0.322915388805074	-3.92314972647624	8.73987974456654e-05	0.0038620970726575
LINC01445	-1.75784046162262	0.449928211691077	-3.90693540868596	9.34741278866161e-05	0.0040784961388175
LINC00601	-1.666873919648	0.426768446493279	-3.90580403341571	9.39125980263528e-05	0.00408903720840529
LOC105378385	1.13777143902063	0.29160719791506	3.90172618219129	9.55091606737929e-05	0.00413256199590417
QDPR	-1.18205191702968	0.303019467040596	-3.90091081795521	9.58314521138643e-05	0.00413788654667952
KIRREL3-AS3	1.73194018907583	0.444216059141542	3.89886892523166	9.66430689497873e-05	0.00415565196484085
PRSS8	-1.09909610100805	0.281999261193884	-3.89751411530256	9.71851594149709e-05	0.00417032763613539
PTPRD-AS2	1.15880219640277	0.297834147787746	3.89076338294359	9.99293427479634e-05	0.00425293549084519
LOC339685	1.77369148563133	0.456087338652252	3.88892945564467	0.00010068737682039	0.00425963164844678
SNAP25	1.08841113755976	0.280089041692885	3.8859468795398	0.0001019317958716	0.00428546855963007
CCKBR	1.08409503489328	0.279140644342457	3.88368751332137	0.00010288411882821	0.00430806504827238
PLPP2	-1.27940855470278	0.329848051222949	-3.87878160855956	0.000104980948878838	0.00436069865452919
CDK18	-1.16832411261207	0.30196294767704	-3.86909758829629	0.000109238915745259	0.00447491724085461
MDH1	1.01901905055929	0.2643427855526	3.85491530789864	0.000115769699529359	0.00467786165277289
COL5A2	1.38334280537412	0.358957433157548	3.8537795225624	0.000116308339445907	0.00469050078048942
MAMDC4	-1.20876972749788	0.314054566175152	-3.84891626388179	0.000118641551738635	0.00477532245748005
FAM81A	1.01122846591627	0.262894897219908	3.84651233861869	0.000119811099921768	0.00479465622815119
OLAH	-1.48691953824983	0.386982223742795	-3.84234584180306	0.000121863955870064	0.00483816813078586
SLC12A1	1.06168791896098	0.276518087316112	3.83948814801134	0.000123291080765911	0.00486470501068822
ABCA6	-1.16398991474075	0.304248956023223	-3.82578112988464	0.00013035807271823	0.00505113211247187
ENC1	1.18848424719374	0.311614933834582	3.81395150921952	0.000136762313774088	0.00523096960363544
AMIGO2	1.00742202288428	0.26424140931487	3.81250624380314	0.000137564753011351	0.0052423529454913
ELN	-1.08253191824033	0.284224671928735	-3.80871903517144	0.000139688574174049	0.00529414597996502
EGFR-AS1	-1.07388003643225	0.282380020687738	-3.80296040001985	0.000142977217359335	0.00536517266631012
BMP3	1.29632149858545	0.341327873200252	3.79787764307465	0.000145940328707549	0.00541175574553655
CA3-AS1	-1.01136690050201	0.26654423337601	-3.79436796546745	0.000148020022816931	0.00545075860617878
MAN2A1	-1.20683974262977	0.318417954930723	-3.79011209619866	0.000150579315267318	0.0055142433515326
PPP1R2P3	1.06183571630354	0.280411917289537	3.78669967584561	0.000152661427024328	0.00552587222816088
TRPA1	1.11793425655096	0.295205479016781	3.78696987696294	0.000152495579022751	0.00552587222816088
CLDN34	2.35716777903542	0.62299991779659	3.78357638853659	0.000154590848980981	0.00556690888635585
SMIM5	-1.19650797694413	0.316651028336589	-3.77863284774266	0.000157691720582421	0.005646723008235
C9orf139	-1.11456980803314	0.295077101161169	-3.77721552654256	0.000158591485337144	0.00566916791560609
INHBA-AS1	1.06115718394784	0.281256588153767	3.77291494188108	0.000161351307814685	0.00574803655575163
F3	1.33754763622226	0.354705779032047	3.77086508111676	0.000162682614571416	0.00576579389425552
MIR5690	-1.41053467852991	0.374721834249771	-3.76421801348709	0.000167071078927401	0.00588118514956471
CD244	1.37446322651689	0.365768729347285	3.75773847307731	0.000171455939511721	0.00596477120220927
GZMM	-1.69175404417838	0.450815088408774	-3.75265621687532	0.000174970729491573	0.00605661180135079
MDGA1	-1.58875480901946	0.423665723363944	-3.75001970044828	0.000176820678328757	0.00608090163158854
LINC01257	1.99188918723284	0.531172262203551	3.74998720559984	0.000176843593118565	0.00608090163158854
CLEC18A	-1.63117963397855	0.435373670017659	-3.74661984936384	0.000179233389966733	0.0061427364294044
DLX6-AS1	1.16460519167207	0.310896957346307	3.74595236187795	0.000179710694641478	0.00614894796871311
OLFM4	1.32068913609733	0.352618665188448	3.74537500841461	0.000180124510278425	0.00615297031903389
LOC101929754	-1.39503054220266	0.373387972523932	-3.73614214933836	0.000186865059870636	0.00625856525667273
NPY2R	1.37998617749365	0.369381794671368	3.73593446510108	0.000187019374207315	0.00625856525667273
MIR3619	-1.03311843737163	0.27647611518081	-3.73673666781663	0.000186423979904589	0.00625856525667273
RAD21L1	1.80533729534674	0.48393477040427	3.73053850592012	0.00019107093693964	0.00630652338780857
MIR1250	-1.02079309298784	0.273908402721348	-3.72676808322056	0.00019395076615071	0.00636417459338831
SELE	2.35054173273683	0.631467119296333	3.72235016029992	0.00019737704136308	0.00638523952035794
PRSS35	1.21597424336539	0.326657124816162	3.722478865415	0.000197276426208281	0.00638523952035794
SFTPA1	1.33365972070517	0.359022916123269	3.71469246338376	0.000203450973351404	0.0064907423433722
LOC100505912	-1.48214895304423	0.399734391170092	-3.70783446654596	0.000209039222896539	0.00659902614774111
LINC01336	1.03320277680588	0.278742390333968	3.70665823582833	0.000210012041081492	0.00659902614774111
TGFBR3L	1.02297026007235	0.275982748073495	3.70664567699692	0.000210022450944045	0.00659902614774111
LOC339529	1.02925906416288	0.278566650420235	3.69483950289877	0.000220025724766009	0.00677999150988909
LOC101927043	-1.21150698062775	0.328096425558291	-3.6925333111028	0.00022203124738069	0.00681147263936419
ANO3	1.10549223190799	0.299476313109968	3.69141793027901	0.000223007355892887	0.00683132710109052
PRKCG	1.03571635052903	0.280649786783199	3.69042272363855	0.000223881695102229	0.00684801019967333
LOC101929151	-1.76893898315072	0.479882331986432	-3.6861931878766	0.000227633577814317	0.00694041621950566
LINC01107	1.67587327555041	0.455049759107755	3.68283521089299	0.000230654270274305	0.00699337013040445
SGCA	-1.06556381689697	0.289415986405451	-3.68177248994184	0.000231618058441751	0.00701235489180281
ABCA8	-1.66406628397642	0.453651319986262	-3.66816145057577	0.000244300906324243	0.00727953771889733
SNORA104	-1.36762300071978	0.372789659954074	-3.66861838627246	0.000243864765836324	0.00727953771889733
FAAHP1	-1.30301444818034	0.35601613904208	-3.65998702105561	0.000252228023608152	0.00738860905827602
RAB3A	1.00204591921105	0.274305878362807	3.65302386223639	0.000259170136079044	0.00752825812059535
LOC100506136	-1.14083899179527	0.312394265301803	-3.65192040479077	0.000260286566634854	0.00753959791135187
SNX10	1.02744522479328	0.281473658633702	3.65023579748311	0.000261999679695754	0.00757865090195143
NGFR	-1.54303610225891	0.422820996765765	-3.64938381504674	0.000262870098430417	0.00758358222341262
CCR6	1.18361660429342	0.324476815564626	3.64776941684968	0.000264526871631688	0.00759883623363558
SYT10	1.197349787287	0.328241084147427	3.64777550743533	0.000264520602823834	0.00759883623363558
DHH	-1.09373123991839	0.299832106493813	-3.64781227970647	0.000264482757484336	0.00759883623363558
ANKRD40	-1.03638850314106	0.284512824580474	-3.64267763560133	0.000269816656841439	0.00765205680881675
MIR340	-1.35533417565071	0.372389934756314	-3.63955641426672	0.000273108101867352	0.0076963123035048
C11orf87	1.03012807363746	0.283348482756469	3.63555175456092	0.000277386295409527	0.00775374962228864
SMTN	-1.13744504780211	0.312920423328599	-3.63493387776635	0.000278051941431338	0.00776190963923045
MND1	-1.03004692895384	0.283549092813481	-3.63269343849182	0.000280478168924937	0.00780864757426545
IL33	1.13178644467596	0.311609516679677	3.63206636541655	0.000281160786874087	0.00781717320292894
LRRC46	-1.18817620963504	0.327178588299154	-3.63158303179864	0.000281687995244303	0.00782136092677663
LGALS2	-1.33722806343734	0.368951119925446	-3.62440440269581	0.000289628122219308	0.00795672813541377
DOCK5	-1.1910875788723	0.328736479193138	-3.62322910373606	0.00029094789982679	0.00797189568799815
PRR34-AS1	-1.03256799207362	0.28505889466466	-3.62229704597824	0.000291998537957	0.00797962846688018
CXCR2	-1.60523377251855	0.444752420704009	-3.60927495341698	0.000307054022990292	0.00825961728791236
DLX6	1.1795434457176	0.326813580856972	3.60922408005382	0.000307114240451291	0.00825961728791236
PART1	1.25050547630154	0.346581018855985	3.60811876088681	0.000308425310926378	0.00826540036468381
LOC101927139	-1.08052977080436	0.301042733932675	-3.58929031997833	0.000331579409281435	0.0085838897491375
THRSP	-1.21471576370013	0.338293332549446	-3.5907174242714	0.000329769008122324	0.0085838897491375
SNORD114-21	1.41243519537206	0.393300344824539	3.59123813126119	0.00032911075414249	0.0085838897491375
CLCA4	-1.49904888940525	0.417963400644863	-3.58655539478437	0.00033507490952124	0.00862350518431424
CLMN	-1.1141010122012	0.310585877874306	-3.58709487960709	0.000334382677327105	0.00862350518431424
ADORA2A	-1.59755558186831	0.446155740333218	-3.58071282614263	0.000342658104311622	0.00874283313077161
CHRNA7	1.07344391106891	0.300669301215674	3.57018128132381	0.000356734264334748	0.00900482169003636
TCP11	1.77612791246952	0.498659713093291	3.5618035021354	0.000368316009744561	0.00914388046747101
HILS1	-1.07295015254554	0.30161935865659	-3.5572987003369	0.000374688024242359	0.00925314574969031
BGLAP	-1.25677970685118	0.353662594607486	-3.55361218860598	0.000379979088931604	0.00930635105898643
BOK-AS1	-1.46232797210739	0.412657422225481	-3.54368513286634	0.000394576173200589	0.00955122673799886
GADD45A	1.2701549860138	0.358953776488007	3.53849177585192	0.000402419816907341	0.00960630778719277
OVCH2	-1.21640843650905	0.34364180268172	-3.53975688352351	0.000400495787918913	0.00960630778719277
RDH12	1.02843050774739	0.290834632132478	3.53613495135247	0.000406027222481917	0.00962646048370655
SH2D3A	-1.4168260744279	0.400661745646981	-3.53621499886404	0.000405904206097259	0.00962646048370655
LOC100506274	1.64214564120799	0.464632531937221	3.53428898824904	0.000408873764332225	0.00964641316595323
