gene_name	logFC	lfcSE	stat	pvalue	padj	new
SCN4B	-4.1830506038144	0.449808047407965	-9.29963487296277	1.40928806733295e-20	3.56213334631098e-18	ENSG00000177098.9
PRSS12	-4.5275889496537	0.490360824584079	-9.23317835084802	2.62718133944033e-20	6.54284058579735e-18	ENSG00000164099.3
PTPRH	6.1707868347611	0.670114663875772	9.20855365120775	3.30548669144383e-20	7.9969167313716e-18	ENSG00000080031.10
TPST1	2.47711302670086	0.270066297424473	9.17224048437071	4.63288089015893e-20	1.10503997006819e-17	ENSG00000169902.15
GJB2	4.94198696602353	0.539605233246399	9.15852304895434	5.26124350674675e-20	1.22792016059338e-17	ENSG00000165474.8
TMSB4X	-2.52637553933515	0.275869276464404	-9.15787206068646	5.29307184666764e-20	1.22792016059338e-17	ENSG00000205542.11
AKR7A3	6.19875728951337	0.679495789608259	9.12258381039721	7.33542132653516e-20	1.65633813553164e-17	ENSG00000162482.5
PON1	7.41256589165107	0.813012343571182	9.11740879491588	7.69419015580061e-20	1.71448829326952e-17	ENSG00000005421.9
SCARNA5	-4.47268253039128	0.491326393463665	-9.10328162682358	8.76427916440705e-20	1.9275723071329e-17	ENSG00000252010.1
MTCO3P23	4.25580515269287	0.467813832028138	9.09721958036695	9.26738607581898e-20	1.98662257207588e-17	ENSG00000259651.2
F5	5.79127825264884	0.63786383009082	9.0791764314717	1.09399476743449e-19	2.31585017331288e-17	ENSG00000198734.12
AMDHD1	6.64712893890624	0.732865906489982	9.07004798564348	1.18964612860412e-19	2.48724162813713e-17	ENSG00000139344.8
FGG	8.94323066938048	0.987273705470197	9.05851196059273	1.32242225443788e-19	2.73112449742751e-17	ENSG00000171557.17
AHNAK	-2.58504800533808	0.285529429878206	-9.05352560834356	1.38425146141128e-19	2.82437331313253e-17	ENSG00000124942.14
ONECUT2	6.92430902477814	0.769074676137896	9.00342871715698	2.18776062341997e-19	4.41068168543062e-17	ENSG00000119547.6
RTKN2	-5.55576275990407	0.617837685820424	-8.99226914675266	2.42177792645095e-19	4.82503637464081e-17	ENSG00000182010.11
PFKFB1	6.8807951590184	0.765770646439427	8.98545170281959	2.57673663574324e-19	5.07407382864091e-17	ENSG00000158571.11
SDS	8.11420823709217	0.913388254877418	8.88363540231984	6.47101318497778e-19	1.19115878573477e-16	ENSG00000135094.11
SND1-IT1	2.21727702312145	0.250015528260933	8.86855723940217	7.40996741645069e-19	1.34933116341497e-16	ENSG00000279078.1
SLC39A5	7.18143791586068	0.812150233592292	8.84249935396294	9.36008411519723e-19	1.65117733844651e-16	ENSG00000139540.12
PPL	-2.9708904696625	0.336023601800264	-8.84131487712708	9.45986437781315e-19	1.65157529111614e-16	ENSG00000118898.16
PNPLA3	6.52775696595423	0.742595297707012	8.79046364299728	1.48944006534465e-18	2.54784520268805e-16	ENSG00000100344.11
SMPDL3A	2.60503175892406	0.297170330781234	8.76612329392259	1.84923506471587e-18	3.10067285356072e-16	ENSG00000172594.13
BEX3	-2.62600404922304	0.299532718118521	-8.76700236861591	1.83485927651208e-18	3.10067285356072e-16	ENSG00000166681.14
AQP9	3.50103540066834	0.400100589485406	8.75038800910351	2.12620413325261e-18	3.53012421535617e-16	ENSG00000103569.10
CP	6.73513202160643	0.771480122979884	8.73014329337691	2.54350164252957e-18	4.18196119575129e-16	ENSG00000047457.14
SPRING1	-2.2952660962742	0.263228670176419	-8.7196660406934	2.79023535659577e-18	4.54352266961051e-16	ENSG00000111412.6
AHR	-2.1337407096137	0.245307209568014	-8.69823888735768	3.3707436823756e-18	5.43652802486007e-16	ENSG00000106546.14
TPPP	-3.10567608490095	0.357783399581828	-8.68032471190898	3.9464050384539e-18	6.30494050247329e-16	ENSG00000171368.12
SLC22A1	6.32887719451673	0.730123816581024	8.66822455423134	4.38910465826426e-18	6.94668106427152e-16	ENSG00000175003.15
SERPINA1	5.90786404295768	0.682057985827682	8.66182079194989	4.64287853269236e-18	7.28029147695787e-16	ENSG00000197249.14
PPIL6	-2.71736749296278	0.31394439928202	-8.6555692637846	4.90457542207138e-18	7.6200903461265e-16	ENSG00000185250.16
GLS2	6.15622696056546	0.713016724154909	8.63405689096848	5.92135264758246e-18	9.11619155334627e-16	ENSG00000135423.13
NOP53	-2.67610372308488	0.311439073399553	-8.59270384371984	8.49462824864614e-18	1.29600476928669e-15	ENSG00000105373.19
HEXIM1	-1.6799836339336	0.195734998084553	-8.58294965322392	9.24708353029382e-18	1.39820856772791e-15	ENSG00000186834.4
CLEC3B	-3.20940731737034	0.37398129403702	-8.58173221105718	9.34550007662921e-18	1.40058445838686e-15	ENSG00000163815.6
AZGP1	6.83279304302184	0.796508985239106	8.5784255666252	9.61805235506568e-18	1.4287869880091e-15	ENSG00000160862.13
KCND3	3.35222042980049	0.391483682719771	8.56286118111352	1.1010046954175e-17	1.60896393159581e-15	ENSG00000171385.10
ENSG00000269688	-3.05923820702371	0.357832038083646	-8.54936920519283	1.23763029945051e-17	1.791390523179e-15	ENSG00000269688.1
PIPOX	6.17108740375808	0.722606769598363	8.5400354153727	1.34180704776133e-17	1.92572053846085e-15	ENSG00000179761.12
ACSL1	2.88666229572996	0.338139746716117	8.53689139997328	1.3788103417012e-17	1.96219774258065e-15	ENSG00000151726.15
FABP5	-4.11156773888722	0.482660058392338	-8.51855807704946	1.61552020142295e-17	2.27990288425814e-15	ENSG00000164687.11
DEPDC7	6.04799110981009	0.710429693631583	8.51314516274496	1.692779383412e-17	2.36919164116381e-15	ENSG00000121690.11
VNN1	4.90983212468442	0.578526381317631	8.4867903750594	2.12422446443161e-17	2.94866732009421e-15	ENSG00000112299.8
SERPINF2	5.6656021494225	0.668531553913994	8.47469669345087	2.35692795816711e-17	3.21891733641613e-15	ENSG00000167711.14
RIMKLA	-2.63160970130878	0.310715872049797	-8.46950522336696	2.46437566621957e-17	3.33873615259427e-15	ENSG00000177181.15
FOS	-3.12396455101759	0.368998182299155	-8.46607029756295	2.53811014634022e-17	3.41134089906918e-15	ENSG00000170345.10
CYP21A2	6.80260825341013	0.804607032344724	8.45457220723823	2.80112410120987e-17	3.73519973653459e-15	ENSG00000231852.9
ANOS1	-4.55666563646249	0.540013519970364	-8.43805843363433	3.22652324703702e-17	4.26884149910718e-15	ENSG00000011201.12
ZFHX4	4.6262988125704	0.550084476030753	8.41016064651089	4.09449537007489e-17	5.3752154335053e-15	ENSG00000091656.19
RPS12P26	2.43303626016629	0.290188045066078	8.3843435370064	5.10096193765241e-17	6.54890400891272e-15	ENSG00000225193.5
ADORA2A-AS1	6.50913016626749	0.776351104360327	8.38426084500863	5.10454874033941e-17	6.54890400891272e-15	ENSG00000178803.12
RAB11FIP1	-2.68943736717528	0.321011980802779	-8.37799685996016	5.38360811788505e-17	6.85499274258521e-15	ENSG00000156675.16
CAV2	-1.77115101616274	0.211804253175223	-8.36220703602912	6.15556977635779e-17	7.77944583303128e-15	ENSG00000105971.15
SMOC1	5.67298669063947	0.680378613580404	8.3379850239356	7.55671416859871e-17	9.40977606214846e-15	ENSG00000198732.11
APOM	5.47165143479092	0.657110267229871	8.32683905222991	8.30295052310263e-17	1.02635377451637e-14	ENSG00000204444.11
SPRYD7	-1.98033758687786	0.238912502424396	-8.28896590501593	1.1423728230504e-16	1.40189012741729e-14	ENSG00000123178.15
DMGDH	5.58826816086439	0.675494787185349	8.27285164427334	1.30792405525487e-16	1.59350315652815e-14	ENSG00000132837.15
HSD11B1	4.66003457141245	0.5647973148149	8.25080865148884	1.57326284777153e-16	1.88958910120644e-14	ENSG00000117594.10
PRG4	4.9115411659387	0.595369643851991	8.24956599090514	1.58970804949327e-16	1.89589477592737e-14	ENSG00000116690.13
PROX1	5.09020160371547	0.618706875697309	8.22716184942764	1.91701357280416e-16	2.23893964520265e-14	ENSG00000117707.16
HAL	5.91218141081446	0.718617321880044	8.22716240035382	1.91700475901581e-16	2.23893964520265e-14	ENSG00000084110.11
HAMP	7.40865882200004	0.903687772588098	8.19825059797165	2.43910477546627e-16	2.8099482566341e-14	ENSG00000105697.9
MLIP	7.21359704826784	0.88029498105937	8.19452252196963	2.5158986150987e-16	2.87883398964165e-14	ENSG00000146147.15
AOX1	5.30616190636493	0.652249502473092	8.13517202580593	4.11353813699576e-16	4.4943721516144e-14	ENSG00000138356.14
ENSG00000278896	2.10698350298713	0.258986474546054	8.13549629060824	4.10254199281765e-16	4.4943721516144e-14	ENSG00000278896.1
SEMA5A	-2.568672373547	0.316725194213273	-8.11009802970502	5.05789398111501e-16	5.49073298526812e-14	ENSG00000112902.12
RPLP1	-3.03853793747163	0.375817210132139	-8.08514845928229	6.20885183857277e-16	6.69725515198917e-14	ENSG00000137818.12
CAVIN2	-3.17766684703191	0.393309304429758	-8.07930758627507	6.51355465654708e-16	6.9814587410522e-14	ENSG00000168497.5
CNDP1	5.76109136834522	0.715157476047715	8.05569620859398	7.90276885708551e-16	8.41719437702787e-14	ENSG00000150656.15
ADH1C	6.09211918735551	0.757809488185022	8.03911706350672	9.04881030314081e-16	9.5776001552306e-14	ENSG00000248144.6
ZCCHC3	-1.99549756378383	0.24825367580802	-8.03813904180413	9.12130973808459e-16	9.59437145431444e-14	ENSG00000247315.4
LIPG	3.409597206647	0.424404845263705	8.03383195243314	9.44745738330226e-16	9.87609202384098e-14	ENSG00000101670.12
E2F3-IT1	2.79998798661395	0.349267705530393	8.01673885755319	1.08589648705603e-15	1.12132054928621e-13	ENSG00000224707.1
NR5A2	4.05643128886078	0.508440678768626	7.97818006750543	1.48506639340363e-15	1.52421814377518e-13	ENSG00000116833.14
CYP3A5	5.2813107696771	0.664708445225578	7.94530415193509	1.93714885871839e-15	1.95271523347595e-13	ENSG00000106258.15
XDH	4.78632384787689	0.603217034489956	7.93466293922537	2.11067753286608e-15	2.11504875852586e-13	ENSG00000158125.10
ANP32B	-2.52668861694069	0.318879466334704	-7.92364790992412	2.30642112044493e-15	2.297602451455e-13	ENSG00000136938.9
PIK3AP1	3.41376329068121	0.431988967438751	7.90243165449642	2.7351431422825e-15	2.69300285549734e-13	ENSG00000155629.15
CCDC89	-2.45180668824112	0.311297736321311	-7.87608261214737	3.37804931200722e-15	3.30677832941285e-13	ENSG00000179071.5
C8G	6.4872648568946	0.823859808973382	7.87423392455377	3.4283697257222e-15	3.33674950029342e-13	ENSG00000176919.13
ENSG00000280365	3.12041884053512	0.396737434400704	7.86519891990707	3.68511397175485e-15	3.5458752904357e-13	ENSG00000280365.1
MTND5P32	3.30446061911349	0.420276342697312	7.86259011845784	3.76270677582617e-15	3.60008131348115e-13	ENSG00000259379.1
C1R	2.73761203879391	0.348238155917216	7.86132131783027	3.80102353323452e-15	3.61045728551217e-13	ENSG00000159403.18
ENSG00000275481	2.3920960971048	0.304306079629505	7.86082256396978	3.81619045826205e-15	3.61045728551217e-13	ENSG00000275481.1
ITIH4	5.44781210237302	0.69730252591548	7.81269520746488	5.59778501088235e-15	5.18024530925096e-13	ENSG00000055955.17
CCDC115	-1.23287848203952	0.157834771982901	-7.81119690262605	5.66474360533891e-15	5.21371918241383e-13	ENSG00000136710.10
PLA2G2A	7.30316558902663	0.936875504458634	7.79523592437899	6.42882502640609e-15	5.85334149581651e-13	ENSG00000188257.12
PBXIP1	-2.04872074328303	0.263092391695708	-7.78707711796004	6.85770990847102e-15	6.21044477539875e-13	ENSG00000163346.17
COL28A1	-2.88693572650938	0.370856400233958	-7.78451099856476	6.99833559233509e-15	6.30408581149972e-13	ENSG00000215018.10
SORD	3.75971093292094	0.483384365964406	7.7778910482963	7.37435356658014e-15	6.60765490211823e-13	ENSG00000140263.15
AMIGO2	-2.33229745034746	0.299962970449489	-7.77528455213175	7.52779973708058e-15	6.67451772499789e-13	ENSG00000139211.7
ACTG1P3	1.88139860450034	0.241951996629379	7.77591683767857	7.4902904417725e-15	6.67451772499789e-13	ENSG00000215388.3
SRD5A1	3.00324750924904	0.387132172292709	7.75767999715172	8.64970665663433e-15	7.61921210983151e-13	ENSG00000145545.12
PCSK6	4.67514956197464	0.602855848864754	7.75500407067207	8.834064282062e-15	7.71159168127422e-13	ENSG00000140479.18
ALDH8A1	5.41232304131051	0.698097103714572	7.75296590189468	8.97707297795074e-15	7.7962426093126e-13	ENSG00000118514.14
PPP1R14A	-3.62020186039825	0.467582786366219	-7.74237625070065	9.75757278805759e-15	8.43084159008955e-13	ENSG00000167641.11
BRF2	-1.7929894718893	0.231716972964568	-7.73784263168096	1.01117895091209e-14	8.69254595619096e-13	ENSG00000104221.13
ALDH1L1	5.62404650109608	0.727926192424213	7.72612190580245	1.10872457570036e-14	9.4829548936796e-13	ENSG00000144908.14
MT-RNR2	5.04780663522447	0.653505553878035	7.72419852481705	1.12559299823741e-14	9.57885297746257e-13	ENSG00000210082.2
MUC3A	5.63231468186589	0.729502931380828	7.72075675035993	1.15641058815317e-14	9.79190665518695e-13	ENSG00000169894.18
ZNF704	-1.86075527211521	0.241103792500494	-7.71765243846754	1.18491776190452e-14	9.93395163260048e-13	ENSG00000164684.13
RIDA	4.94940396622678	0.641298212299899	7.71778849729933	1.18365395630742e-14	9.93395163260048e-13	ENSG00000132541.11
SEC24D	2.01928154729116	0.261869289059901	7.7110284850136	1.24807799796627e-14	1.0411921623428e-12	ENSG00000150961.15
LIPC	5.59955248764383	0.726672336023502	7.7057460564492	1.30081074561337e-14	1.07986421455698e-12	ENSG00000166035.11
SERPINA3	5.25866079832331	0.682684519777168	7.70291495702841	1.32996877378317e-14	1.09335054291349e-12	ENSG00000196136.18
MTSS1	1.83144244541937	0.23780487398223	7.70145041499962	1.34530378735446e-14	1.10061447530666e-12	ENSG00000170873.19
PDSS1	1.82922914728032	0.237985224791517	7.68631392508837	1.5143466650455e-14	1.22705553935624e-12	ENSG00000148459.16
PATL1	1.75441751787914	0.228385837575468	7.68181397105857	1.56851501155792e-14	1.26489532003492e-12	ENSG00000166889.14
HSD17B2	5.12545426691132	0.667550948604022	7.67799712910249	1.61595112770846e-14	1.29697309704942e-12	ENSG00000086696.11
ABAT	5.05437047191715	0.661373336231098	7.64223502072216	2.13483037035618e-14	1.69734048460009e-12	ENSG00000183044.12
PHAF1	2.33489908764864	0.306035743026529	7.62949799444253	2.35669597949092e-14	1.84771511169809e-12	ENSG00000125149.12
KANK2	-1.73914460731439	0.227974945361521	-7.62866552969875	2.37196144203955e-14	1.85111368760091e-12	ENSG00000197256.11
ADAMTS9-AS1	-2.56147411646347	0.335862160217413	-7.62656357240529	2.41094061828865e-14	1.87290272342744e-12	ENSG00000241158.7
MDH1B	-2.61210703180094	0.34275129363388	-7.62099831661361	2.51721228057123e-14	1.94652922244172e-12	ENSG00000138400.13
ENSG00000243696	5.06519878074566	0.665720458519303	7.60859714603287	2.77086946781211e-14	2.13293974715446e-12	ENSG00000243696.5
MYADM	-3.39745720561891	0.447072165791223	-7.59934852935013	2.97625215067817e-14	2.28067104849478e-12	ENSG00000179820.16
TMEM176A	3.6420260625871	0.481009198732455	7.57163495455905	3.68555917300111e-14	2.81148399075558e-12	ENSG00000002933.9
ANXA3	-3.00594027618979	0.397182024386568	-7.56816797243618	3.78524351110799e-14	2.87457842424277e-12	ENSG00000138772.13
SCARNA21	-2.66697091189395	0.352500494478937	-7.56586431413733	3.85294066621369e-14	2.9129263474254e-12	ENSG00000252835.1
ASGR1	5.62154871147941	0.743182941301891	7.56415197263773	3.90403095552036e-14	2.93843396585499e-12	ENSG00000141505.12
CHCHD6	-1.67852396572805	0.222148879519993	-7.55585159535762	4.16128101981793e-14	3.10446229385977e-12	ENSG00000159685.11
PPP1R1A	4.95912845190444	0.656395997403143	7.55508636786927	4.18582001353581e-14	3.10907289163285e-12	ENSG00000135447.17
CHI3L1	5.01627397213119	0.664428793083531	7.54975405092139	4.36080963620528e-14	3.22490441873958e-12	ENSG00000133048.13
ENSG00000259071	-2.51166016173583	0.332801860382971	-7.54701358593832	4.45352145306965e-14	3.27914720903193e-12	ENSG00000259071.1
RPL23AP34	2.13831012028801	0.283645628811543	7.53866762991338	4.74797376476358e-14	3.46581619423583e-12	ENSG00000225991.1
HELLPAR	2.53448261981905	0.33637506969634	7.53469221755058	4.89487978136528e-14	3.55771627027558e-12	ENSG00000281344.1
ACSM5	5.11240918138202	0.678572061938676	7.53406965617756	4.91828688931251e-14	3.55945249873963e-12	ENSG00000183549.10
TBX15	5.33531980408307	0.709220069070506	7.52279868655644	5.36159474393031e-14	3.84739860120592e-12	ENSG00000092607.15
LTBP4	-3.36855650098051	0.44834353334873	-7.51333798844019	5.76384620278371e-14	4.11859643224229e-12	ENSG00000090006.18
CDH2	4.3975666834062	0.586579561018464	7.49696541722458	6.53122015433895e-14	4.64731988713152e-12	ENSG00000170558.10
TNXB	-2.92603460294664	0.391760618175061	-7.46893502613149	8.08464434437621e-14	5.72859631682055e-12	ENSG00000168477.19
UPK3B	-4.16567759413779	0.558959761683157	-7.45255361780241	9.15506308720243e-14	6.46004139090721e-12	ENSG00000243566.7
ETV5	-1.67729856909429	0.225114662432847	-7.45086326660146	9.27314321058796e-14	6.5162107996393e-12	ENSG00000244405.8
KLKB1	5.57226107225471	0.748004167371662	7.44950538422069	9.36908170555456e-14	6.55642143320522e-12	ENSG00000164344.16
PLIN1	3.75370204112448	0.504539582783975	7.43985639424384	1.00794812398655e-13	7.02452735790629e-12	ENSG00000166819.12
CA11	-2.37859339057417	0.319849583011738	-7.43659994231376	1.03309812550209e-13	7.17029375220404e-12	ENSG00000063180.9
LPAL2	5.76108967761785	0.775010955319307	7.43355902013574	1.05713990530102e-13	7.30720991684606e-12	ENSG00000213071.11
RIPOR3	2.63861521547261	0.355230655976888	7.42789275384015	1.10341362444419e-13	7.59606086583837e-12	ENSG00000042062.13
VEGFD	-3.09701154913528	0.417146314790137	-7.42428121579682	1.1339400909742e-13	7.77460544155793e-12	ENSG00000165197.5
TSHZ2	2.4384286337845	0.329277544663937	7.40538999181732	1.3076560155207e-13	8.92949783179157e-12	ENSG00000182463.16
ENSG00000279662	-3.78781964050509	0.511546463338049	-7.40464437147708	1.31502395170305e-13	8.94374723778763e-12	ENSG00000279662.1
INMT	-2.9017341755147	0.39506971851737	-7.34486608187642	2.05965214745441e-13	1.38413528242621e-11	ENSG00000241644.2
ANXA1	-2.93567549731057	0.399662574243225	-7.34538504854845	2.05167592396497e-13	1.38413528242621e-11	ENSG00000135046.14
HTATSF1	-1.9355616372337	0.263935798228895	-7.33345628073955	2.24291672677671e-13	1.49542499086471e-11	ENSG00000102241.12
ENSG00000279573	-2.86070632604082	0.390151892720019	-7.33228873015802	2.26254981460292e-13	1.50259925922747e-11	ENSG00000279573.1
ENSG00000278601	-2.80228767664508	0.38227404411496	-7.33057271291575	2.29171247580655e-13	1.51602151475718e-11	ENSG00000278601.1
STX1B	3.16011613829476	0.432183550755434	7.31197689678619	2.63240380131326e-13	1.73462094845292e-11	ENSG00000099365.11
PCDHA12	-3.35089388460623	0.459347772562003	-7.29489525097006	2.98891526578796e-13	1.96191007853175e-11	ENSG00000251664.5
RN7SKP80	-3.10945581098043	0.426528949955786	-7.29014012132765	3.09632822907802e-13	2.02456828414812e-11	ENSG00000202058.1
ABCC11	4.76591868509499	0.654046035956129	7.28682450942135	3.17345833581181e-13	2.06701988142204e-11	ENSG00000121270.16
RPL7AP16	1.85693313286614	0.25522531103653	7.27566214073636	3.44725367546739e-13	2.23675252850729e-11	ENSG00000234329.1
NPAS2	2.43520871013743	0.335028806061588	7.26865471290182	3.63085149876152e-13	2.34688817295902e-11	ENSG00000170485.17
FAM169B	5.55344850413353	0.764804629176703	7.26126423961595	3.83488952389955e-13	2.46934806415357e-11	ENSG00000283597.3
SNORD89	-3.07585046343921	0.423751123815568	-7.25862491111157	3.91045177058382e-13	2.50846593692564e-11	ENSG00000212283.1
GATM	4.88243283425326	0.672694368370488	7.25802543297679	3.92781713551008e-13	2.51009747886276e-11	ENSG00000171766.17
CYP4F3	5.03550709583277	0.693837137126002	7.25747704524832	3.94376884929578e-13	2.51081674672271e-11	ENSG00000186529.16
GLRX	2.20965214120711	0.304827244656388	7.24886695642282	4.20272451243519e-13	2.66566065985355e-11	ENSG00000173221.14
SEC14L2	3.84848938706788	0.531051600928558	7.24692173103084	4.26350170675226e-13	2.69411945536752e-11	ENSG00000100003.18
RASSF9	-2.27730445002284	0.314301652376217	-7.24560126491771	4.30524966476287e-13	2.70668501486999e-11	ENSG00000198774.5
CS	1.09357063009741	0.150958602425106	7.24417563841686	4.35077305407903e-13	2.71883179597153e-11	ENSG00000062485.19
GGA2	-1.30245803137278	0.180118723811601	-7.23110848117664	4.79067467278336e-13	2.9717976404244e-11	ENSG00000103365.15
CYP7B1	1.93196193599176	0.267335227816861	7.22673907127293	4.9472933613356e-13	3.04663320269885e-11	ENSG00000172817.4
EEF1A1P11	-2.10148945368996	0.29132569566081	-7.21353963962285	5.45158442875794e-13	3.33294520942295e-11	ENSG00000228502.1
SNORA37	-2.84393932267951	0.394790866313393	-7.20366038160046	5.8617260233985e-13	3.56539079153908e-11	ENSG00000207233.1
FAM110D	-2.94983681865378	0.410626882781467	-7.18374013574671	6.78297347452651e-13	4.08621980836366e-11	ENSG00000197245.6
NEK11	-2.149257532706	0.299444289111864	-7.17748713485433	7.10043372940342e-13	4.23400863406503e-11	ENSG00000114670.14
STEAP1	2.80119762371273	0.390894219685602	7.166127004809	7.71492060739611e-13	4.5682580589599e-11	ENSG00000164647.9
RPS6KA5	-1.65669627881313	0.231329985286451	-7.16161494050015	7.97321207140277e-13	4.70475074666223e-11	ENSG00000100784.12
OXA1L	1.6442501354357	0.22963442605006	7.16029457655122	8.05038813864984e-13	4.73379594194566e-11	ENSG00000155463.14
SERPINA5	6.91073089822382	0.966050346191304	7.15359290069061	8.45355262030628e-13	4.95366483131096e-11	ENSG00000188488.14
